ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5615315,F,N,Y,0,304967.3040453095,Incomplete higher,Divorced,House / apartment,-15695,-9855,0,0,0,,2
5625492,M,N,Y,0,203660.40273354875,Secondary / secondary special,Single / not married,House / apartment,-12410,-4380,0,0,0,High skill tech staff,1
5913275,F,Y,N,0,75834.95893462328,Lower secondary,Divorced,House / apartment,-12775,-10220,0,1,0,IT staff,2
5575894,M,Y,N,0,173257.62639938423,Secondary / secondary special,Married,House / apartment,-17885,-1095,0,0,0,IT staff,1
5194276,F,Y,N,0,242571.255137909,Secondary / secondary special,Married,House / apartment,-16425,-10220,0,0,0,Managers,1
5173032,F,N,N,0,117590.55689363531,Secondary / secondary special,Civil marriage,House / apartment,-11315,-8395,0,0,0,Realty agents,2
5398057,F,Y,N,0,436555.09642165306,Higher education,Civil marriage,House / apartment,-10220,-365,0,0,0,Medicine staff,2
5804524,F,Y,Y,0,231741.04212436566,Higher education,Divorced,House / apartment,-18980,-365,1,0,0,Accountants,2
5512405,F,N,N,1,308439.7789914319,Incomplete higher,Widow,House / apartment,-17155,-7665,0,1,0,Managers,3
5765524,M,Y,N,0,60828.20165227278,Higher education,Divorced,House / apartment,-8760,-4380,0,1,0,,2
5334865,M,N,Y,0,111790.54252118971,Secondary / secondary special,Single / not married,House / apartment,-21170,-7665,0,0,0,Realty agents,2
5381823,M,N,N,0,190734.12460905508,Secondary / secondary special,Widow,House / apartment,-12045,-8760,0,0,0,Managers,2
5311453,M,N,N,0,199528.47319150323,Secondary / secondary special,Divorced,House / apartment,-21170,-1095,0,0,0,IT staff,2
5340736,F,N,Y,2,102556.50146538173,Higher education,Married,With parents,-12410,-4015,0,1,0,Waiters/Barmen staff,4
5259312,F,Y,N,1,412121.0455940379,Secondary / secondary special,Divorced,Rented apartment,-14965,-2555,0,0,0,Sales staff,3
5386318,M,Y,N,0,139148.76559839875,Higher education,Single / not married,House / apartment,-12045,-1460,0,1,0,Managers,1
5021425,M,N,N,1,63883.2855722197,Secondary / secondary special,Civil marriage,House / apartment,-16060,-9125,0,0,0,Realty agents,3
5328673,F,N,Y,2,256774.95316941035,Higher education,Divorced,House / apartment,-11315,-5110,1,0,1,Realty agents,4
5931747,M,Y,Y,0,274056.64329207473,Secondary / secondary special,Civil marriage,House / apartment,-18250,365243,0,0,0,Cooking staff,2
5964906,M,N,N,0,133270.11122061926,Secondary / secondary special,Divorced,House / apartment,-15695,-9855,0,1,1,High skill tech staff,2
5631381,M,N,N,0,122143.81047781806,Secondary / secondary special,Widow,House / apartment,-23360,365243,0,1,0,Medicine staff,2
5460437,F,Y,Y,1,70760.86910387468,Incomplete higher,Civil marriage,House / apartment,-9490,-8760,0,0,0,Medicine staff,3
5181146,F,N,N,0,41481.02110592077,Higher education,Civil marriage,House / apartment,-14235,-5840,0,0,0,Private service staff,2
5073340,M,Y,Y,2,109253.49728541846,Incomplete higher,Widow,House / apartment,-20440,-365,0,0,0,Medicine staff,4
5379911,M,Y,Y,2,142676.17162541818,Secondary / secondary special,Civil marriage,House / apartment,-17520,-10220,0,0,0,Managers,3
5311892,M,N,Y,0,209668.5334520166,Secondary / secondary special,Civil marriage,House / apartment,-14600,365243,0,1,0,IT staff,2
5300348,M,N,Y,1,287289.63296592754,Secondary / secondary special,Widow,House / apartment,-22265,-4380,0,0,0,Medicine staff,3
5695224,F,Y,N,0,176884.3360195517,Higher education,Married,With parents,-20075,-10220,0,0,0,Low-skill Laborers,1
5999029,M,N,Y,0,158714.76705597178,Higher education,Civil marriage,House / apartment,-17885,-5840,0,1,0,Cooking staff,1
5202051,F,N,Y,1,184570.6371452023,Higher education,Married,House / apartment,-16060,-5475,0,0,0,Laborers,3
5686065,M,N,Y,0,57157.79075284944,Secondary / secondary special,Single / not married,House / apartment,-16425,365243,0,1,0,Managers,1
5757598,F,Y,N,1,303526.3817505002,Higher education,Single / not married,House / apartment,-12775,-5110,0,0,0,Core staff,3
5802210,M,N,N,1,165580.81666013016,Secondary / secondary special,Widow,House / apartment,-10950,365243,0,0,0,High skill tech staff,2
5852974,F,Y,N,0,102322.33718465679,Secondary / secondary special,Widow,House / apartment,-16425,-10220,0,1,0,Cooking staff,2
5416777,M,Y,N,0,102269.2822214984,Secondary / secondary special,Civil marriage,House / apartment,-12410,-2190,0,1,0,Private service staff,2
5821316,F,N,N,0,218638.1343067403,Secondary / secondary special,Civil marriage,House / apartment,-16060,-1095,0,0,0,Managers,2
5144345,M,Y,Y,0,80032.98205555443,Secondary / secondary special,Married,House / apartment,-17155,-4745,0,0,0,IT staff,2
5875799,F,N,N,1,139623.81342171523,Secondary / secondary special,Civil marriage,House / apartment,-22630,-7300,0,0,1,Core staff,3
5509245,F,Y,Y,3,116689.33049691831,Secondary / secondary special,Married,House / apartment,-14600,-6205,1,0,0,High skill tech staff,5
5602959,M,N,N,0,131340.22499684925,Secondary / secondary special,Married,Rented apartment,-13505,-2190,1,0,0,Core staff,2
5125999,M,Y,N,0,311712.32604085613,Secondary / secondary special,Civil marriage,House / apartment,-12045,-2920,0,1,0,Managers,2
5251185,M,Y,Y,0,144215.77895269427,Secondary / secondary special,Divorced,House / apartment,-12410,-4745,0,0,0,Sales staff,1
5974746,F,N,N,0,194139.7553800814,Secondary / secondary special,Married,House / apartment,-23360,-8760,1,0,1,Cooking staff,2
5312459,M,Y,N,0,207741.35811520345,Secondary / secondary special,Divorced,House / apartment,-15330,-9125,0,0,0,Sales staff,2
5323914,F,N,Y,0,84806.41992047383,Secondary / secondary special,Divorced,House / apartment,-13870,-8760,0,0,0,Secretaries,2
5765186,M,Y,Y,1,96449.43832119965,Secondary / secondary special,Married,House / apartment,-19345,-1460,0,1,0,Core staff,3
5327737,M,N,Y,0,64220.094034376416,Higher education,Civil marriage,House / apartment,-14965,-6205,0,1,0,Cleaning staff,2
5602681,M,Y,N,1,228694.50450926437,Higher education,Civil marriage,House / apartment,-20805,-7300,0,1,0,Sales staff,2
5784382,F,N,N,1,67745.43091710031,Secondary / secondary special,Widow,House / apartment,-7665,-9855,0,1,0,Cleaning staff,3
5016080,F,Y,Y,0,167902.92466018614,Higher education,Widow,House / apartment,-12410,-7300,0,0,0,Managers,2
5730353,M,Y,N,2,128718.74796960768,Secondary / secondary special,Civil marriage,House / apartment,-17520,-1460,0,0,0,Laborers,3
5949854,F,N,Y,1,156671.6487459382,Secondary / secondary special,Single / not married,With parents,-17520,365243,0,1,0,Medicine staff,2
5073225,F,Y,N,0,238070.11736490647,Higher education,Single / not married,House / apartment,-7665,-1460,0,1,0,Secretaries,2
5244781,M,N,Y,1,166717.0146935525,Secondary / secondary special,Single / not married,House / apartment,-18615,-2920,0,0,0,HR staff,2
5945333,M,N,Y,0,82685.72910778977,Higher education,Civil marriage,With parents,-19710,-365,0,1,0,Cleaning staff,1
5833379,F,Y,N,0,70814.73316873182,Higher education,Married,House / apartment,-15330,-8030,0,1,0,Drivers,1
5920540,M,Y,Y,0,275921.8222722046,Secondary / secondary special,Single / not married,House / apartment,-13140,-9490,0,0,0,Waiters/Barmen staff,2
5227344,F,N,Y,0,108864.16470196449,Higher education,Divorced,House / apartment,-13140,-5475,0,0,1,Low-skill Laborers,2
5732666,F,N,N,0,232096.00320599144,Secondary / secondary special,Single / not married,House / apartment,-13505,-4015,0,1,0,High skill tech staff,1
5101954,F,N,N,0,100451.08265563678,Academic degree,Married,House / apartment,-8395,-2190,0,0,0,Cooking staff,1
5043141,M,N,N,1,85493.27787597562,Secondary / secondary special,Civil marriage,House / apartment,-22265,-365,0,1,0,HR staff,3
5201003,M,Y,N,0,133415.2387376848,Secondary / secondary special,Single / not married,With parents,-13140,365243,0,0,1,Security staff,2
5403986,M,Y,Y,0,160031.82149543526,Higher education,Married,House / apartment,-18615,-730,1,1,0,Drivers,2
5663941,M,Y,Y,0,151877.09797040772,Higher education,Divorced,House / apartment,-20075,-1095,0,1,0,Managers,2
5990414,F,Y,N,3,134588.61602694995,Higher education,Civil marriage,House / apartment,-8760,0,0,0,0,Managers,5
5734471,M,Y,Y,1,99724.97539005878,Secondary / secondary special,Single / not married,House / apartment,-11680,-6570,0,0,0,Accountants,3
5049198,F,N,N,0,353282.25659671274,Higher education,Married,House / apartment,-16060,-5475,0,0,0,Managers,2
5456377,M,N,Y,3,100780.86257724969,Higher education,Divorced,House / apartment,-18250,-10585,1,0,0,Low-skill Laborers,4
5487131,F,N,Y,2,134659.61409402412,Higher education,Civil marriage,House / apartment,-21900,-10220,0,0,0,Sales staff,4
5687420,F,N,N,3,185244.17319660503,Secondary / secondary special,Widow,House / apartment,-15330,-4380,0,0,0,Sales staff,5
5784892,M,Y,Y,0,109532.61735426109,Secondary / secondary special,Divorced,House / apartment,-17155,-365,0,0,0,,2
5213327,M,Y,N,1,258596.22302119524,Higher education,Widow,House / apartment,-23360,-8395,0,0,0,Low-skill Laborers,2
5723028,M,N,N,0,71217.9469867816,Higher education,Married,House / apartment,-20440,-3650,0,0,0,,2
5563589,M,Y,Y,0,159453.24842372182,Secondary / secondary special,Single / not married,House / apartment,-18615,-7665,0,1,0,Laborers,2
5984259,M,Y,Y,0,205824.59523577217,Higher education,Divorced,House / apartment,-14235,-3650,0,0,0,IT staff,2
5887154,F,Y,Y,0,324265.67999854207,Higher education,Divorced,House / apartment,-13140,-8760,0,0,0,Realty agents,2
5623328,M,Y,Y,2,170794.9562664014,Secondary / secondary special,Divorced,House / apartment,-16425,365243,1,0,0,Realty agents,3
5485311,F,N,Y,0,220194.46951423323,Secondary / secondary special,Divorced,House / apartment,-9855,-5840,0,0,0,,1
5880549,F,N,N,0,98456.53231156626,Higher education,Married,House / apartment,-21535,-1095,1,1,0,Laborers,2
5236211,F,Y,Y,1,103426.59230228723,Secondary / secondary special,Civil marriage,House / apartment,-14235,-2555,1,0,0,Managers,3
5559362,F,N,N,0,212756.08276520032,Higher education,Widow,House / apartment,-12045,-4015,0,0,0,Waiters/Barmen staff,2
5724744,F,Y,Y,2,155494.5624018797,Secondary / secondary special,Married,With parents,-13505,-5475,0,0,0,Cooking staff,4
5141116,F,Y,Y,0,108467.94302042558,Secondary / secondary special,Divorced,Co-op apartment,-23360,-730,1,1,0,High skill tech staff,2
5501230,M,Y,Y,0,97832.96999416167,Higher education,Widow,House / apartment,-16790,-4015,0,0,0,Cooking staff,2
5942087,M,N,N,0,306964.4388642893,Secondary / secondary special,Married,House / apartment,-23360,-1095,1,0,0,,2
5479253,F,Y,N,1,243831.22851834464,Lower secondary,Married,Office apartment,-23360,-9125,0,0,0,Low-skill Laborers,2
5631638,M,N,N,0,274699.21921717084,Secondary / secondary special,Single / not married,House / apartment,-10585,-3285,0,0,0,HR staff,1
5273192,F,Y,Y,0,83483.62436368459,Higher education,Single / not married,House / apartment,-11680,-9490,1,0,0,Waiters/Barmen staff,1
5593967,F,Y,Y,0,222589.35027516246,Higher education,Divorced,House / apartment,-19345,-2555,0,1,1,Core staff,2
5949905,M,N,Y,2,98342.9097299062,Secondary / secondary special,Civil marriage,Municipal apartment,-17885,-3650,0,1,0,HR staff,3
5686750,M,Y,Y,0,157222.74730279032,Secondary / secondary special,Civil marriage,House / apartment,-18980,-1825,0,0,0,Security staff,2
5389128,F,Y,N,0,66029.21443137652,Incomplete higher,Divorced,House / apartment,-19710,365243,0,0,0,IT staff,2
5567202,M,N,Y,0,88738.76739138739,Higher education,Civil marriage,Rented apartment,-12775,365243,1,0,0,,2
5599606,F,N,N,0,126944.39341406515,Secondary / secondary special,Civil marriage,House / apartment,-17885,-8395,0,0,0,Medicine staff,1
5897247,F,Y,Y,0,78197.35229275032,Higher education,Civil marriage,House / apartment,-15330,365243,1,0,0,Cooking staff,2
5275734,F,Y,Y,0,305100.92561890767,Higher education,Single / not married,House / apartment,-10585,-1095,0,1,0,Security staff,2
5107320,M,Y,Y,1,106385.1913495284,Secondary / secondary special,Divorced,House / apartment,-21900,-9125,0,0,0,Security staff,3
5047422,F,N,Y,0,212388.94763451966,Higher education,Single / not married,House / apartment,-17520,-1460,1,0,0,Core staff,2
5083047,F,N,Y,0,193639.70091288953,Secondary / secondary special,Single / not married,House / apartment,-17885,-8395,1,1,0,Low-skill Laborers,2
5249922,M,Y,Y,0,62252.392279082356,Secondary / secondary special,Civil marriage,Rented apartment,-10585,-3285,0,1,0,Realty agents,1
5762883,F,Y,Y,1,537260.104977926,Secondary / secondary special,Civil marriage,House / apartment,-10585,-2555,0,1,0,,2
5456902,M,N,Y,0,69717.99410047733,Secondary / secondary special,Widow,House / apartment,-21170,-10585,0,0,0,Cooking staff,2
5257528,F,N,N,1,240061.59429323033,Secondary / secondary special,Civil marriage,House / apartment,-14965,-4380,0,0,0,Sales staff,3
5100488,F,Y,N,2,170903.4879180139,Secondary / secondary special,Civil marriage,House / apartment,-14235,-1095,0,0,0,Secretaries,4
5184040,M,Y,Y,1,172303.3676849586,Secondary / secondary special,Married,House / apartment,-20075,-4015,0,1,0,IT staff,3
5041377,F,N,Y,1,164715.1878697607,Higher education,Widow,Rented apartment,-11315,-5475,0,1,0,Secretaries,3
5310042,F,N,Y,1,129867.56013886722,Higher education,Married,House / apartment,-16060,-10220,0,1,0,Cooking staff,3
5890814,M,Y,Y,2,213493.78374924508,Secondary / secondary special,Married,House / apartment,-13870,-9490,0,0,0,Low-skill Laborers,4
5283767,F,Y,Y,0,89413.46244938967,Secondary / secondary special,Married,House / apartment,-16425,365243,0,1,0,Waiters/Barmen staff,1
5941993,F,N,N,0,120098.16079727242,Higher education,Divorced,House / apartment,-8760,-2190,0,1,0,IT staff,2
5777194,M,N,N,0,151770.49127460577,Higher education,Single / not married,House / apartment,-12410,365243,1,0,1,Cleaning staff,2
5508510,F,N,N,0,155024.28000001656,Secondary / secondary special,Widow,Rented apartment,-10585,-365,1,0,1,Cleaning staff,1
5233567,F,N,N,0,63199.85571512867,Secondary / secondary special,Widow,House / apartment,-11680,-1460,0,1,0,IT staff,2
5319644,M,Y,N,0,117655.17533987621,Secondary / secondary special,Divorced,House / apartment,-10585,-5475,1,1,1,Accountants,2
5082893,F,Y,Y,0,127693.9801141395,Secondary / secondary special,Civil marriage,House / apartment,-21170,-6205,0,0,0,Managers,1
5999592,M,Y,Y,0,203411.44541713383,Secondary / secondary special,Married,House / apartment,-17520,-6205,0,1,0,,1
5693140,M,N,Y,0,177408.72221867525,Higher education,Single / not married,House / apartment,-11315,-3650,0,1,0,Core staff,2
5526747,M,Y,Y,1,223761.338929642,Secondary / secondary special,Divorced,House / apartment,-7665,-4745,0,0,1,High skill tech staff,2
5748707,M,N,Y,1,141141.37750519073,Secondary / secondary special,Single / not married,House / apartment,-12410,365243,0,0,0,Realty agents,3
5580445,F,N,Y,1,585625.2668517587,Secondary / secondary special,Married,House / apartment,-12045,-8030,1,1,1,Accountants,2
5285416,M,N,N,0,134272.9051469356,Incomplete higher,Married,House / apartment,-13505,-4015,0,0,0,Low-skill Laborers,2
5955529,M,N,Y,1,350255.8231464362,Secondary / secondary special,Married,House / apartment,-11315,-8030,1,1,0,Waiters/Barmen staff,3
5202063,F,Y,Y,2,83284.707349399,Secondary / secondary special,Divorced,House / apartment,-11680,-7665,0,0,0,IT staff,3
5920589,F,Y,Y,1,290780.4248026396,Lower secondary,Married,House / apartment,-16060,-8760,0,0,0,Low-skill Laborers,3
5861310,F,N,N,1,77587.92744419309,Higher education,Divorced,House / apartment,-21535,-2555,0,0,0,,3
5051619,F,N,Y,2,69421.54543098272,Secondary / secondary special,Single / not married,Co-op apartment,-7665,365243,0,0,0,Core staff,4
5716634,M,Y,N,0,129144.62773135556,Secondary / secondary special,Civil marriage,House / apartment,-11315,-9855,0,0,0,Secretaries,2
5793761,F,N,N,0,222865.66224201387,Secondary / secondary special,Married,House / apartment,-20440,-2555,1,0,0,IT staff,2
5056318,F,Y,N,1,98624.22183286746,Higher education,Single / not married,House / apartment,-8760,-7665,0,1,0,Waiters/Barmen staff,2
5004898,M,Y,Y,0,174368.7992626742,Secondary / secondary special,Civil marriage,House / apartment,-12410,-2555,0,1,0,Low-skill Laborers,2
5075776,F,N,N,0,500156.36261445866,Higher education,Divorced,House / apartment,-10585,-8760,0,0,0,Private service staff,2
5658137,F,Y,Y,0,104955.3661316507,Secondary / secondary special,Single / not married,House / apartment,-18250,-1460,0,1,1,Laborers,2
5387911,M,N,N,0,383457.2159236532,Secondary / secondary special,Divorced,House / apartment,-21170,-3285,0,0,0,,2
5030981,M,N,Y,0,244301.84257598117,Secondary / secondary special,Widow,House / apartment,-14965,-4380,0,1,0,Drivers,2
5982471,M,Y,N,1,222254.6041429731,Higher education,Single / not married,House / apartment,-14965,-5110,0,0,0,Security staff,3
5411755,F,Y,Y,0,186270.39033344112,Secondary / secondary special,Married,House / apartment,-19345,-7300,0,1,0,,2
5602383,M,Y,N,0,192358.72127728592,Higher education,Divorced,House / apartment,-18615,-3285,0,0,0,Managers,2
5653725,M,Y,N,0,81515.4253547861,Secondary / secondary special,Married,House / apartment,-10220,-6570,0,0,0,HR staff,1
5182322,M,N,N,0,171545.70378710164,Higher education,Widow,House / apartment,-13870,-8395,0,0,0,Private service staff,2
5997167,F,N,Y,0,207253.57532044328,Secondary / secondary special,Civil marriage,House / apartment,-12775,-1095,0,0,0,Waiters/Barmen staff,2
5632303,F,N,Y,0,126779.79197990727,Higher education,Civil marriage,House / apartment,-8395,-8760,1,0,0,High skill tech staff,1
5796040,M,Y,N,0,732591.7717826606,Secondary / secondary special,Widow,House / apartment,-14965,-8395,0,0,0,Core staff,2
5663731,M,N,Y,0,92791.3007643264,Secondary / secondary special,Widow,House / apartment,-14600,-6935,0,0,0,Secretaries,2
5358246,F,N,N,3,273717.54008709587,Incomplete higher,Married,House / apartment,-18980,-3285,0,1,0,Managers,5
5439055,M,Y,N,0,144774.45201023342,Secondary / secondary special,Widow,House / apartment,-8760,-7665,0,0,0,Drivers,2
5091889,M,N,Y,0,126499.4652737226,Secondary / secondary special,Divorced,House / apartment,-8395,-365,1,0,0,Sales staff,1
5128051,M,N,N,0,130510.34980693457,Secondary / secondary special,Civil marriage,House / apartment,-9125,-5110,0,1,0,Sales staff,2
5422040,F,Y,N,0,70806.78954313733,Secondary / secondary special,Divorced,House / apartment,-20075,-9855,0,0,0,Low-skill Laborers,2
5617717,M,Y,N,0,152993.8900812169,Incomplete higher,Married,House / apartment,-15330,-730,0,1,0,Drivers,2
5882362,F,Y,Y,1,167205.96668078515,Secondary / secondary special,Married,House / apartment,-14965,-4015,0,0,0,Accountants,3
5395036,F,Y,N,1,125151.69596539246,Secondary / secondary special,Single / not married,House / apartment,-13140,0,0,1,0,Medicine staff,2
5426623,M,N,Y,0,213740.23539342554,Incomplete higher,Single / not married,House / apartment,-9490,-5840,1,1,0,Sales staff,2
5461162,F,Y,N,0,104172.49535330637,Secondary / secondary special,Civil marriage,House / apartment,-13505,-10220,0,1,0,Low-skill Laborers,1
5912351,F,N,N,0,164478.4759067253,Incomplete higher,Single / not married,House / apartment,-9125,-5840,0,0,0,Realty agents,1
5904782,F,Y,Y,0,106211.69545921072,Incomplete higher,Widow,House / apartment,-8760,-1460,0,0,0,Cleaning staff,2
5228564,F,N,Y,0,208877.47481142037,Secondary / secondary special,Single / not married,House / apartment,-8760,-1095,0,0,0,Low-skill Laborers,2
5056417,M,Y,Y,0,173115.3158827052,Incomplete higher,Widow,House / apartment,-9855,-3650,0,0,0,Security staff,2
5082033,F,N,Y,0,294439.6639951945,Secondary / secondary special,Single / not married,House / apartment,-12045,-5110,1,1,0,IT staff,2
5104235,M,Y,Y,0,216919.6340138797,Academic degree,Divorced,House / apartment,-21170,-9490,0,0,0,Security staff,2
5125786,F,N,Y,0,302512.3318914387,Secondary / secondary special,Divorced,House / apartment,-18980,-10585,0,1,0,Drivers,2
5587547,F,Y,Y,2,143555.43067603474,Higher education,Civil marriage,House / apartment,-10950,-2555,0,0,0,Drivers,4
5294289,F,N,Y,0,114209.21279469303,Higher education,Married,House / apartment,-14235,365243,1,1,0,Laborers,1
5597964,F,Y,N,0,60124.07508089792,Higher education,Married,House / apartment,-16060,-1095,0,1,0,Cooking staff,2
5500046,F,Y,N,1,234644.3111423969,Secondary / secondary special,Widow,House / apartment,-20075,-1460,0,0,0,Security staff,3
5431463,M,Y,Y,0,244848.67557280028,Secondary / secondary special,Single / not married,House / apartment,-13140,-5475,0,1,0,Accountants,2
5032826,M,Y,N,0,76595.08650542378,Secondary / secondary special,Married,House / apartment,-10950,-10585,0,1,0,Security staff,1
5832556,M,N,Y,0,65215.59557144948,Secondary / secondary special,Divorced,House / apartment,-11680,-4745,0,1,0,Secretaries,2
5399337,M,N,Y,1,200694.95787777717,Secondary / secondary special,Widow,Municipal apartment,-21170,-2555,0,0,0,,2
5870470,F,Y,Y,1,153154.74373027676,Higher education,Civil marriage,Rented apartment,-21170,-2555,0,0,1,High skill tech staff,2
5301047,M,Y,Y,0,68035.37662354395,Secondary / secondary special,Married,House / apartment,-16425,-7300,0,0,0,,1
5185381,F,Y,Y,1,118685.42337210721,Incomplete higher,Civil marriage,House / apartment,-21900,-2555,0,1,0,Laborers,2
5413554,M,N,Y,1,65223.7200983436,Secondary / secondary special,Divorced,House / apartment,-10220,-2555,0,0,0,Cleaning staff,2
5330235,F,Y,N,0,111005.29529490875,Secondary / secondary special,Single / not married,House / apartment,-21535,-10220,1,0,0,Laborers,1
5738781,M,N,Y,0,347100.859504359,Secondary / secondary special,Civil marriage,House / apartment,-12045,-7300,1,0,0,Private service staff,1
5019609,F,N,N,3,212343.87817649398,Secondary / secondary special,Married,House / apartment,-13505,-6205,0,0,0,HR staff,5
5671361,F,Y,Y,1,212355.2867017833,Secondary / secondary special,Married,House / apartment,-8760,-4015,0,1,0,Medicine staff,3
5280531,M,N,N,0,195295.36423442897,Secondary / secondary special,Divorced,House / apartment,-16425,-2555,0,1,0,Managers,2
5848987,F,Y,N,0,193768.63300061942,Incomplete higher,Widow,House / apartment,-7665,-8395,0,0,0,Realty agents,2
5192366,M,N,Y,0,99683.50485672503,Higher education,Married,House / apartment,-20440,-7665,0,0,0,Low-skill Laborers,2
5568760,M,N,N,0,191608.12874333805,Secondary / secondary special,Married,House / apartment,-13140,-3285,0,0,1,HR staff,2
5801372,M,N,N,1,207641.09739364727,Secondary / secondary special,Single / not married,House / apartment,-10220,-5475,0,1,0,Waiters/Barmen staff,3
5461961,F,Y,Y,0,362121.97007543663,Incomplete higher,Civil marriage,House / apartment,-9490,-9855,1,0,0,,2
5173515,F,N,N,0,210536.6916935916,Secondary / secondary special,Single / not married,House / apartment,-21170,-9125,0,1,0,HR staff,2
5482671,F,N,Y,3,274631.64400932204,Secondary / secondary special,Widow,House / apartment,-10220,-2555,1,0,0,Drivers,5
5283999,M,Y,Y,0,330438.0398416223,Higher education,Single / not married,With parents,-9855,-5840,0,0,0,Cooking staff,2
5640054,M,Y,N,0,225770.05831650982,Secondary / secondary special,Single / not married,House / apartment,-13870,-4745,0,0,0,Secretaries,2
5719550,M,Y,N,1,188400.08045273766,Higher education,Single / not married,House / apartment,-13505,-3285,0,0,0,Secretaries,3
5587408,F,Y,N,0,433516.1969715781,Secondary / secondary special,Widow,House / apartment,-16060,-2190,1,1,0,Private service staff,1
5620175,M,N,N,0,141732.4620695972,Incomplete higher,Widow,House / apartment,-17885,-3650,0,1,0,HR staff,1
5333676,F,Y,N,0,73503.60129328589,Higher education,Divorced,House / apartment,-10220,-3285,0,0,0,IT staff,1
5816029,M,N,N,0,82727.40368040554,Secondary / secondary special,Married,House / apartment,-19345,-8760,0,0,0,Security staff,2
5797881,F,Y,N,0,315916.6276529703,Secondary / secondary special,Single / not married,House / apartment,-14965,-8395,1,0,0,,2
5597552,F,N,Y,0,155969.27568602827,Secondary / secondary special,Civil marriage,House / apartment,-22630,-4380,0,0,0,IT staff,2
5390350,M,Y,N,0,140353.30421537565,Secondary / secondary special,Divorced,House / apartment,-11680,-7300,0,0,0,Security staff,2
5505380,M,Y,Y,0,129317.67207162266,Incomplete higher,Widow,House / apartment,-19710,-4745,0,1,0,Drivers,2
5437248,F,N,N,0,121150.78361031112,Higher education,Single / not married,House / apartment,-18615,-4380,0,1,1,Security staff,2
5756450,M,N,N,0,100206.31359408308,Secondary / secondary special,Married,House / apartment,-8395,-8030,0,0,0,Security staff,1
5469957,F,Y,N,0,263520.8529380343,Incomplete higher,Widow,Municipal apartment,-16060,-3650,0,0,0,Security staff,2
5031741,M,N,N,0,172079.51811160374,Academic degree,Married,With parents,-17520,-4745,0,0,0,Accountants,2
5655982,F,N,Y,0,131740.12445993544,Higher education,Widow,Rented apartment,-12775,-2190,1,1,0,Private service staff,2
5060912,M,Y,N,2,267465.5384245801,Higher education,Married,House / apartment,-15695,-4380,0,0,0,IT staff,4
5644497,M,Y,N,1,96637.68367142789,Higher education,Single / not married,House / apartment,-17520,365243,0,0,0,Cooking staff,2
5117690,M,Y,Y,1,95684.90674582659,Higher education,Widow,House / apartment,-22630,-1825,1,1,1,Medicine staff,3
5001238,M,Y,N,0,188420.49956377732,Secondary / secondary special,Civil marriage,Co-op apartment,-10950,-7665,0,1,0,Secretaries,2
5697338,M,Y,N,1,170923.90496325577,Secondary / secondary special,Civil marriage,House / apartment,-17520,-3650,0,1,0,High skill tech staff,3
5755120,M,Y,N,0,96958.5784629662,Higher education,Civil marriage,House / apartment,-18980,-2190,1,0,1,Sales staff,2
5977500,F,Y,Y,0,102126.93565563507,Secondary / secondary special,Widow,House / apartment,-12410,0,0,0,0,Sales staff,2
5970136,M,N,Y,0,296571.0793025238,Secondary / secondary special,Divorced,House / apartment,-20805,-9125,0,1,0,Cleaning staff,1
5212250,F,N,Y,0,88575.0168548748,Higher education,Civil marriage,House / apartment,-8030,-365,0,0,0,HR staff,2
5137306,M,Y,Y,0,139469.81494117415,Higher education,Married,House / apartment,-10950,-6935,0,0,0,Sales staff,1
5887311,F,N,Y,0,156297.91112975017,Secondary / secondary special,Widow,House / apartment,-12775,-7665,0,0,0,Low-skill Laborers,2
5659639,M,N,N,0,94459.76529598655,Secondary / secondary special,Married,House / apartment,-11315,-9855,0,0,0,Private service staff,2
5751168,M,Y,Y,0,215286.59155917456,Lower secondary,Single / not married,House / apartment,-12410,-6570,0,0,0,Medicine staff,2
5561974,M,Y,Y,1,184292.56906743665,Secondary / secondary special,Single / not married,House / apartment,-13870,-9490,0,0,0,Cooking staff,3
5696231,M,N,N,1,243651.4916580906,Higher education,Single / not married,With parents,-12045,365243,0,0,0,Security staff,3
5991351,M,Y,N,0,129669.8929566447,Higher education,Married,House / apartment,-10950,365243,0,1,0,Sales staff,2
5523262,F,N,Y,1,223665.3573424464,Secondary / secondary special,Widow,House / apartment,-9855,-1825,0,0,0,Security staff,3
5110338,M,N,Y,0,164339.11206090028,Incomplete higher,Single / not married,House / apartment,-9490,-2190,0,0,0,Sales staff,2
5392357,M,N,N,0,374193.6246369872,Secondary / secondary special,Civil marriage,House / apartment,-19710,-1095,1,0,0,Sales staff,2
5698918,M,Y,N,0,167719.6546121623,Higher education,Civil marriage,House / apartment,-9125,-1460,0,0,0,Low-skill Laborers,2
5929485,F,N,Y,0,181920.64832073054,Secondary / secondary special,Widow,House / apartment,-9125,365243,0,0,0,Core staff,2
5033200,F,N,Y,0,168874.19621346676,Higher education,Civil marriage,With parents,-8760,-9490,0,1,0,Waiters/Barmen staff,2
