ID,MONTHS_BALANCE,STATUS
5139686,-18,0
5139686,-19,0
5139686,-20,0
5139686,-21,0
5489619,0,C
5489619,-1,C
5489619,-2,C
5489619,-3,0
5489619,-4,0
5489619,-5,0
5489619,-6,0
5506531,0,0
5506531,-1,0
5506531,-2,0
5506531,-3,C
5506531,-4,C
5506531,-5,0
5506531,-6,C
5358723,0,0
5358723,-1,0
5358723,-2,0
5358723,-3,C
5358723,-4,C
5358723,-5,C
5358723,-6,X
5358723,-7,0
5358723,-8,C
5779454,0,0
5779454,-1,0
5779454,-2,0
5779454,-3,C
5779454,-4,0
5779454,-5,C
5779454,-6,C
5779454,-7,0
5779454,-8,0
5779454,-9,0
5779454,-10,C
5779454,-11,0
5779454,-12,0
5633777,0,0
5633777,-1,C
5633777,-2,X
5633777,-3,C
5633777,-4,C
5633777,-5,1
5633777,-6,X
5633777,-7,0
5633777,-8,0
5633777,-9,C
5633777,-10,1
5183513,0,0
5183513,-1,0
5183513,-2,C
5183513,-3,0
5183513,-4,C
5183513,-5,X
5183513,-6,X
5183513,-7,1
5183513,-8,C
5183513,-9,X
5033224,0,C
5033224,-1,0
5033224,-2,0
5033224,-3,1
5033224,-4,C
5033224,-5,0
5033224,-6,C
5033224,-7,C
5033224,-8,C
5033224,-9,C
5033224,-10,0
5567095,0,0
5567095,-1,C
5567095,-2,C
5567095,-3,X
5567095,-4,C
5567095,-5,1
5819653,0,X
5819653,-1,0
5819653,-2,0
5819653,-3,C
5653119,0,C
5182395,0,C
5182395,-1,0
5182395,-2,C
5182395,-3,5
5182395,-4,C
5182395,-5,0
5182395,-6,0
5182395,-7,0
5182395,-8,C
5182395,-9,C
5182395,-10,C
5182395,-11,0
5182395,-12,C
5182395,-13,C
5182395,-14,0
5182395,-15,0
5182395,-16,C
5182395,-17,X
5182395,-18,0
5182395,-19,X
5182395,-20,0
5182395,-21,C
5182395,-22,C
5182395,-23,C
5052402,0,C
5052402,-1,0
5052402,-2,0
5052402,-3,C
5052402,-4,C
5052402,-5,0
5052402,-6,0
5052402,-7,C
5052402,-8,C
5052402,-9,0
5052402,-10,C
5052402,-11,C
5052402,-12,0
5052402,-13,0
5052402,-14,0
5605877,0,X
5605877,-1,X
5605877,-2,X
5605877,-3,X
5605877,-4,0
5605877,-5,C
5605877,-6,C
5605877,-7,0
5605877,-8,X
5605877,-9,X
5605877,-10,1
5605877,-11,0
5605877,-12,0
5605877,-13,X
5605877,-14,C
5605877,-15,0
5605877,-16,X
5605877,-17,0
5605877,-18,0
5605877,-19,C
5505602,0,1
5505602,-1,C
5505602,-2,0
5505602,-3,0
5505602,-4,0
5505602,-5,C
5505602,-6,C
5505602,-7,X
5505602,-8,0
5505602,-9,C
5505602,-10,C
5505602,-11,C
5505602,-12,5
5505602,-13,0
5505602,-14,C
5505602,-15,X
5505602,-16,C
5505602,-17,C
5505602,-18,0
5505602,-19,0
5505602,-20,1
5505602,-21,2
5505602,-22,0
5127888,0,0
5127888,-1,0
5084894,0,0
5084894,-1,C
5084894,-2,0
5084894,-3,1
5084894,-4,0
5084894,-5,X
5084894,-6,0
5084894,-7,C
5084894,-8,0
5084894,-9,X
5084894,-10,C
5058835,0,0
5058835,-1,C
5510616,0,0
5510616,-1,0
5510616,-2,0
5510616,-3,C
5510616,-4,C
5510616,-5,0
5510616,-6,C
5510616,-7,C
5510616,-8,C
5510616,-9,0
5510616,-10,0
5510616,-11,C
5510616,-12,4
5510616,-13,0
5510616,-14,0
5217160,0,0
5217160,-1,0
5217160,-2,X
5217160,-3,0
5217160,-4,C
5217160,-5,C
5751171,0,C
5793421,0,X
5793421,-1,C
5793421,-2,C
5793421,-3,C
5793421,-4,0
5793421,-5,1
5793421,-6,0
5793421,-7,C
5793421,-8,0
5793421,-9,C
5793421,-10,X
5793421,-11,0
5793421,-12,4
5793421,-13,0
5793421,-14,X
5793421,-15,X
5742364,0,C
5423383,0,0
5423383,-1,X
5423383,-2,C
5423383,-3,0
5423383,-4,0
5423383,-5,0
5423383,-6,X
5408080,0,5
5151111,0,1
5151111,-1,X
5151111,-2,0
5151111,-3,C
5151111,-4,X
5151111,-5,C
5151111,-6,C
5151111,-7,C
5337357,0,C
5337357,-1,1
5337357,-2,C
5337357,-3,C
5337357,-4,C
5337357,-5,C
5337357,-6,C
5337357,-7,C
5337357,-8,0
5337357,-9,C
5337357,-10,C
5337357,-11,0
5337357,-12,0
5337357,-13,0
5337357,-14,0
5337357,-15,X
5337357,-16,0
5337357,-17,C
5512476,0,C
5512476,-1,0
5512476,-2,C
5512476,-3,C
5512476,-4,0
5273907,0,C
5273907,-1,C
5273907,-2,0
5273907,-3,C
5273907,-4,X
5273907,-5,0
5273907,-6,0
5273907,-7,C
5273907,-8,0
5273907,-9,0
5273907,-10,C
5273907,-11,0
5273907,-12,0
5273907,-13,C
5273907,-14,0
5273907,-15,0
5273907,-16,0
5273907,-17,0
5273907,-18,X
5273907,-19,0
5273907,-20,0
5273907,-21,C
5273907,-22,C
5273907,-23,C
5173546,0,C
5173546,-1,C
5173546,-2,C
5173546,-3,C
5173546,-4,1
5173546,-5,C
5173546,-6,4
5173546,-7,C
5173546,-8,X
5173546,-9,X
5173546,-10,3
5763198,0,0
5763198,-1,0
5763198,-2,C
5763198,-3,X
5763198,-4,0
5763198,-5,0
5763198,-6,X
5763198,-7,0
5763198,-8,2
5763198,-9,C
5763198,-10,0
5763198,-11,0
5763198,-12,C
5763198,-13,X
5763198,-14,0
5763198,-15,C
5763198,-16,C
5763198,-17,C
5763198,-18,C
5763198,-19,X
5763198,-20,X
5474533,0,0
5474533,-1,X
5474533,-2,X
5474533,-3,0
5474533,-4,0
5474533,-5,C
5474533,-6,C
5474533,-7,C
5474533,-8,X
5474533,-9,C
5474533,-10,0
5474533,-11,X
5474533,-12,C
5474533,-13,C
5474533,-14,X
5474533,-15,0
5474533,-16,3
5474533,-17,4
5474533,-18,C
5474533,-19,0
5474533,-20,C
5096436,0,1
5096436,-1,C
5096436,-2,1
5096436,-3,X
5096436,-4,0
5096436,-5,C
5096436,-6,0
5096436,-7,3
5096436,-8,0
5096436,-9,0
5096436,-10,0
5096436,-11,0
5096436,-12,2
5096436,-13,0
5096436,-14,C
5096436,-15,0
5096436,-16,0
5096436,-17,0
5456078,0,0
5456078,-1,C
5456078,-2,C
5456078,-3,0
5456078,-4,C
5456078,-5,0
5456078,-6,0
5456078,-7,C
5456078,-8,0
5456078,-9,0
5456078,-10,C
5456078,-11,C
5456078,-12,C
5456078,-13,C
5456078,-14,C
5456078,-15,X
5456078,-16,C
5456078,-17,C
5456078,-18,0
5456078,-19,1
5456078,-20,0
5456078,-21,0
5456078,-22,C
5456078,-23,C
5547703,0,C
5547703,-1,0
5547703,-2,0
5547703,-3,C
5547703,-4,0
5547703,-5,C
5547703,-6,C
5547703,-7,C
5138801,0,0
5198505,0,C
5198505,-1,C
5198505,-2,C
5198505,-3,0
5387672,0,0
5387672,-1,5
5939605,0,C
5939605,-1,1
5939605,-2,0
5939605,-3,0
5939605,-4,C
5939605,-5,0
5939605,-6,0
5939605,-7,1
5939605,-8,C
5939605,-9,C
5234036,0,C
5234036,-1,0
5234036,-2,C
5234036,-3,C
5234036,-4,X
5234036,-5,0
5234036,-6,0
5234036,-7,0
5234036,-8,X
5234036,-9,0
5234036,-10,0
5234036,-11,C
5234036,-12,C
5234036,-13,X
5234036,-14,C
5234036,-15,3
5785555,0,C
5785555,-1,0
5785555,-2,C
5785555,-3,0
5785555,-4,0
5785555,-5,C
5785555,-6,C
5785555,-7,C
5254292,0,C
5780364,0,0
5780364,-1,X
5780364,-2,C
5363263,0,0
5363263,-1,C
5363263,-2,0
5363263,-3,X
5363263,-4,C
5363263,-5,X
5363263,-6,0
5363263,-7,C
5363263,-8,3
5363263,-9,0
5363263,-10,0
5363263,-11,0
5363263,-12,0
5363263,-13,C
5363263,-14,C
5363263,-15,C
5363263,-16,X
5363263,-17,0
5363263,-18,C
5363263,-19,2
5136059,0,C
5136059,-1,0
5136059,-2,1
5136059,-3,C
5136059,-4,0
5136059,-5,C
5136059,-6,C
5136059,-7,0
5136059,-8,C
5136059,-9,C
5136059,-10,C
5136059,-11,0
5136059,-12,3
5136059,-13,C
5136059,-14,C
5136059,-15,0
5136059,-16,0
5136059,-17,0
5051564,0,C
5051564,-1,0
5051564,-2,C
5051564,-3,0
5051564,-4,0
5051564,-5,0
5051564,-6,C
5051564,-7,0
5051564,-8,X
5051564,-9,C
5051564,-10,C
5051564,-11,0
5051564,-12,0
5051564,-13,C
5051564,-14,0
5008717,0,5
5008717,-1,X
5008717,-2,X
5008717,-3,C
5008717,-4,C
5008717,-5,C
5008717,-6,3
5008717,-7,C
5008717,-8,0
5008717,-9,0
5008717,-10,C
5008717,-11,0
5008717,-12,C
5835419,0,0
5835419,-1,C
5835419,-2,C
5835419,-3,0
5835419,-4,0
5835419,-5,C
5835419,-6,C
5835419,-7,5
5835419,-8,0
5835419,-9,X
5835419,-10,0
5835419,-11,X
5835419,-12,C
5835419,-13,C
5835419,-14,0
5835419,-15,C
5835419,-16,C
5835419,-17,C
5835419,-18,0
5835419,-19,0
5835419,-20,C
5835419,-21,C
5835419,-22,C
5771749,0,0
5771749,-1,0
5771749,-2,C
5771749,-3,0
5771749,-4,0
5771749,-5,5
5771749,-6,C
5771749,-7,X
5771749,-8,0
5771749,-9,C
5771749,-10,0
5771749,-11,0
5771749,-12,0
5771749,-13,X
5771749,-14,C
5771749,-15,C
5771749,-16,0
5771749,-17,C
5771749,-18,0
5771749,-19,C
5771749,-20,0
5778958,0,0
5778958,-1,C
5778958,-2,C
5778958,-3,C
5778958,-4,0
5864372,0,C
5864372,-1,0
5864372,-2,0
5864372,-3,C
5864372,-4,C
5864372,-5,X
5864372,-6,C
5864372,-7,C
5864372,-8,0
5864372,-9,C
5864372,-10,C
5864372,-11,0
5864372,-12,3
5086459,0,C
5086459,-1,0
5086459,-2,0
5086459,-3,C
5086459,-4,C
5086459,-5,C
5086459,-6,0
5086459,-7,X
5086459,-8,0
5086459,-9,0
5086459,-10,0
5086459,-11,X
5257326,0,X
5257326,-1,C
5257326,-2,X
5257326,-3,C
5257326,-4,0
5257326,-5,C
5257326,-6,X
5257326,-7,2
5257326,-8,0
5257326,-9,C
5130277,0,C
5130277,-1,0
5130277,-2,0
5130277,-3,0
5130277,-4,0
5130277,-5,0
5130277,-6,4
5130277,-7,X
5947556,0,0
5947556,-1,C
5947556,-2,0
5947556,-3,2
5182431,0,0
5182431,-1,0
5182431,-2,C
5182431,-3,X
5182431,-4,0
5182431,-5,0
5182431,-6,C
5182431,-7,C
5182431,-8,C
5182431,-9,C
5182431,-10,X
5092376,0,0
5092376,-1,0
5092376,-2,0
5092376,-3,C
5092376,-4,X
5092376,-5,0
5092376,-6,C
5971065,0,X
5971065,-1,C
5971065,-2,X
5393608,0,0
5393608,-1,C
5393608,-2,C
5393608,-3,C
5393608,-4,0
5393608,-5,0
5393608,-6,C
5393608,-7,X
5393608,-8,C
5393608,-9,0
5105758,0,0
5105758,-1,0
5105758,-2,1
5105758,-3,C
5105758,-4,1
5105758,-5,0
5105758,-6,0
5105758,-7,X
5105758,-8,0
5105758,-9,C
5105758,-10,1
5105758,-11,C
5105758,-12,0
5105758,-13,0
5105758,-14,X
5494034,0,0
5494034,-1,1
5494034,-2,0
5494034,-3,0
5494034,-4,C
5494034,-5,C
5494034,-6,C
5494034,-7,X
5494034,-8,X
5494034,-9,3
5494034,-10,C
5494034,-11,0
5494034,-12,C
5494034,-13,C
5494034,-14,C
5494034,-15,X
5494034,-16,0
5494034,-17,C
5494034,-18,C
5494034,-19,X
5494034,-20,C
5287574,0,0
5287574,-1,0
5287574,-2,0
5287574,-3,4
5287574,-4,C
5287574,-5,1
5287574,-6,C
5287574,-7,0
5287574,-8,0
5287574,-9,0
5287574,-10,0
5287574,-11,C
5920623,0,0
5920623,-1,0
5920623,-2,X
5920623,-3,0
5920623,-4,C
5920623,-5,C
5920623,-6,0
5920623,-7,C
5920623,-8,C
5920623,-9,C
5920623,-10,0
5920623,-11,0
5920623,-12,C
5920623,-13,C
5920623,-14,C
5920623,-15,0
5920623,-16,0
5920623,-17,C
5116592,0,C
5116592,-1,C
5116592,-2,X
5116592,-3,C
5116592,-4,C
5116592,-5,1
5116592,-6,C
5116592,-7,0
5116592,-8,0
5116592,-9,1
5116592,-10,C
5116592,-11,0
5116592,-12,0
5116592,-13,0
5116592,-14,C
5116592,-15,0
5116592,-16,C
5116592,-17,0
5116592,-18,0
5116592,-19,C
5116592,-20,X
5116592,-21,C
5116592,-22,0
5116592,-23,C
5924238,0,0
5924238,-1,0
5924238,-2,0
5924238,-3,0
5924238,-4,0
5924238,-5,1
5924238,-6,0
5924238,-7,0
5924238,-8,C
5924238,-9,0
5924238,-10,C
5924238,-11,2
5924238,-12,1
5924238,-13,X
5305340,0,C
5305340,-1,0
5305340,-2,C
5305340,-3,C
5305340,-4,C
5305340,-5,C
5305340,-6,C
5305340,-7,C
5305340,-8,0
5305340,-9,0
5305340,-10,C
5305340,-11,C
5305340,-12,C
5305340,-13,1
5305340,-14,0
5305340,-15,C
5305340,-16,0
5305340,-17,1
5305340,-18,0
5305340,-19,5
5305340,-20,1
5305340,-21,0
5305340,-22,1
5305340,-23,X
5057393,0,C
5057393,-1,C
5467427,0,0
5467427,-1,C
5467427,-2,X
5467427,-3,0
5467427,-4,0
5467427,-5,0
5467427,-6,C
5467427,-7,1
5467427,-8,0
5467427,-9,0
5467427,-10,0
5467427,-11,X
5467427,-12,0
5467427,-13,X
5752403,0,0
5752403,-1,C
5752403,-2,0
5752403,-3,C
5752403,-4,0
5752403,-5,C
5752403,-6,0
5752403,-7,C
5752403,-8,C
5752403,-9,C
5752403,-10,0
5752403,-11,0
5752403,-12,C
5752403,-13,0
5752403,-14,0
5752403,-15,1
5752403,-16,0
5752403,-17,0
5752403,-18,X
5752403,-19,X
5752403,-20,X
5752403,-21,3
5999560,0,C
5999560,-1,C
5999560,-2,0
5999560,-3,X
5999560,-4,1
5999560,-5,5
5999560,-6,C
5999560,-7,X
5340825,0,C
5340825,-1,1
5340825,-2,C
5037915,0,C
5037915,-1,0
5037915,-2,C
5037915,-3,0
5037915,-4,0
5037915,-5,C
5037915,-6,3
5037915,-7,C
5037915,-8,C
5037915,-9,C
5037915,-10,5
5037915,-11,1
5037915,-12,C
5037915,-13,X
5037915,-14,5
5037915,-15,0
5037915,-16,0
5037915,-17,X
5037915,-18,1
5037915,-19,X
5037915,-20,0
5681605,0,X
5681605,-1,C
5681605,-2,C
5681605,-3,1
5681605,-4,X
5681605,-5,0
5585984,0,0
5585984,-1,C
5585984,-2,C
5585984,-3,0
5585984,-4,0
5585984,-5,C
5585984,-6,0
5585984,-7,C
5585984,-8,X
5585984,-9,X
5585984,-10,0
5585984,-11,C
5585984,-12,0
5585984,-13,C
5585984,-14,0
5918230,0,C
5918230,-1,X
5918230,-2,0
5918230,-3,1
5918230,-4,C
5918230,-5,0
5918230,-6,0
5918230,-7,0
5918230,-8,C
5918230,-9,C
5918230,-10,C
5918230,-11,C
5918230,-12,1
5918230,-13,0
5918230,-14,0
5806084,0,0
5806084,-1,C
5806084,-2,X
5806084,-3,0
5806084,-4,0
5806084,-5,5
5806084,-6,0
5806084,-7,C
5806084,-8,1
5806084,-9,0
5806084,-10,0
5806084,-11,C
5806084,-12,C
5806084,-13,0
5806084,-14,0
5806084,-15,0
5806084,-16,0
5717036,0,0
5717036,-1,0
5717036,-2,0
5717036,-3,X
5717036,-4,0
5717036,-5,0
5717036,-6,C
5717036,-7,0
5649112,0,1
5649112,-1,0
5649112,-2,C
5649112,-3,0
5649112,-4,0
5649112,-5,0
5649112,-6,1
5649112,-7,1
5649112,-8,C
5649112,-9,C
5649112,-10,C
5649112,-11,C
5649112,-12,C
5455034,0,C
5455034,-1,C
5455034,-2,C
5455034,-3,0
5455034,-4,0
5455034,-5,0
5455034,-6,X
5455034,-7,X
5166473,0,0
5166473,-1,0
5166473,-2,C
5166473,-3,0
5166473,-4,0
5166473,-5,X
5166473,-6,C
5166473,-7,0
5166473,-8,0
5646512,0,0
5646512,-1,X
5646512,-2,C
5646512,-3,C
5646512,-4,0
5337830,0,0
5337830,-1,C
5337830,-2,0
5337830,-3,C
5337830,-4,0
5337830,-5,C
5337830,-6,X
5337830,-7,0
5030375,0,C
5030375,-1,C
5030375,-2,X
5030375,-3,C
5030375,-4,0
5030375,-5,C
5064290,0,3
5064290,-1,C
5064290,-2,0
5064290,-3,0
5064290,-4,1
5064290,-5,0
5064290,-6,C
5064290,-7,C
5064290,-8,3
5064290,-9,0
5064290,-10,0
5064290,-11,0
5064290,-12,0
5064290,-13,0
5064290,-14,0
5064290,-15,C
5405715,0,C
5405715,-1,0
5405715,-2,0
5405715,-3,0
5405715,-4,1
5405715,-5,0
5139427,0,0
5139427,-1,0
5139427,-2,C
5139427,-3,C
5139427,-4,C
5139427,-5,0
5507442,0,0
5507442,-1,X
5132693,0,0
5132693,-1,0
5132693,-2,0
5132693,-3,0
5132693,-4,C
5132693,-5,0
5132693,-6,C
5132693,-7,C
5132693,-8,1
5132693,-9,0
5132693,-10,C
5132693,-11,0
5132693,-12,C
5132693,-13,0
5132693,-14,C
5936791,0,C
5936791,-1,C
5936791,-2,0
5936791,-3,C
5936791,-4,X
5936791,-5,3
5936791,-6,0
5936791,-7,5
5936791,-8,C
5936791,-9,0
5936791,-10,0
5936791,-11,0
5513268,0,0
5513268,-1,0
5513268,-2,X
5513268,-3,0
5513268,-4,C
5513268,-5,X
5513268,-6,0
5513268,-7,C
5513268,-8,C
5513268,-9,C
5513268,-10,C
5742336,0,C
5742336,-1,0
5742336,-2,0
5742336,-3,C
5742336,-4,C
5742336,-5,0
5742336,-6,X
5742336,-7,C
5742336,-8,0
5742336,-9,C
5742336,-10,1
5742336,-11,C
5742336,-12,C
5742336,-13,0
5742336,-14,C
5742336,-15,C
5742336,-16,C
5742336,-17,C
5742336,-18,0
5742336,-19,0
5742336,-20,C
5742336,-21,0
5742336,-22,C
5742336,-23,C
5721135,0,C
5721135,-1,0
5721135,-2,C
5721135,-3,C
5721135,-4,X
5751313,0,C
5751313,-1,C
5751313,-2,C
5751313,-3,2
5751313,-4,0
5751313,-5,0
5751313,-6,C
5751313,-7,5
5751313,-8,C
5751313,-9,0
5751313,-10,C
5751313,-11,0
5751313,-12,C
5751313,-13,1
5751313,-14,1
5751313,-15,C
5751313,-16,X
5751313,-17,C
5751313,-18,C
5751313,-19,C
5166877,0,0
5166877,-1,C
5166877,-2,0
5166877,-3,C
5023285,0,C
5023285,-1,0
5023285,-2,X
5023285,-3,C
5510044,0,C
5253943,0,C
5253943,-1,C
5253943,-2,1
5903553,0,4
5903553,-1,C
5903553,-2,X
5903553,-3,C
5903553,-4,0
5903553,-5,X
5903553,-6,1
5903553,-7,C
5903553,-8,C
5903553,-9,C
5903553,-10,0
5903553,-11,C
5903553,-12,1
5903553,-13,C
5903553,-14,0
5903553,-15,1
5903553,-16,0
5903553,-17,C
5903553,-18,0
5903553,-19,C
5903553,-20,0
5903553,-21,0
5166604,0,C
5166604,-1,X
5166604,-2,0
5166604,-3,C
5166604,-4,C
5166604,-5,0
5166604,-6,C
5166604,-7,5
5166604,-8,C
5158683,0,0
5158683,-1,C
5158683,-2,C
5158683,-3,0
5158683,-4,C
5158683,-5,C
5158683,-6,1
5158683,-7,0
5158683,-8,C
5158683,-9,C
5158683,-10,0
5158683,-11,C
5158683,-12,C
5158683,-13,C
5158683,-14,C
5395978,0,0
5395978,-1,C
5395978,-2,C
5395978,-3,0
5395978,-4,0
5395978,-5,C
5395978,-6,5
5395978,-7,C
5395978,-8,C
5395978,-9,0
5395978,-10,0
5395978,-11,0
5395978,-12,0
5395978,-13,0
5395978,-14,0
5395978,-15,0
5395978,-16,0
5395978,-17,0
5395978,-18,C
5009954,0,0
5009954,-1,5
5009954,-2,C
5009954,-3,C
5009954,-4,0
5009954,-5,C
5009954,-6,0
5009954,-7,C
5009954,-8,C
5009954,-9,C
5009954,-10,C
5009954,-11,0
5009954,-12,0
5009954,-13,C
5009954,-14,C
5855214,0,C
5630091,0,C
5630091,-1,0
5630091,-2,0
5630091,-3,C
5630091,-4,C
5630091,-5,0
5630091,-6,1
5630091,-7,C
5630091,-8,C
5630091,-9,C
5630091,-10,5
5630091,-11,0
5630091,-12,2
5630091,-13,1
5630091,-14,0
5630091,-15,0
5630091,-16,0
5630091,-17,C
5630091,-18,0
5630091,-19,1
5761263,0,X
5108149,0,0
5108149,-1,0
5108149,-2,0
5108149,-3,X
5108149,-4,0
5108149,-5,X
5108149,-6,C
5108149,-7,0
5349138,0,X
5349138,-1,0
5349138,-2,0
5349138,-3,C
5349138,-4,0
5349138,-5,C
5987780,0,0
5987780,-1,C
5987780,-2,0
5987780,-3,C
5987780,-4,0
5987780,-5,C
5987780,-6,0
5987780,-7,C
5987780,-8,X
5987780,-9,C
5987780,-10,X
5987780,-11,C
5987780,-12,0
5987780,-13,0
5987780,-14,0
5987780,-15,C
5987780,-16,0
5987780,-17,0
5987780,-18,C
5987780,-19,X
5987780,-20,C
5987780,-21,C
5987780,-22,1
5987780,-23,C
5804754,0,0
5804754,-1,C
5804754,-2,1
5804754,-3,C
5804754,-4,0
5804754,-5,C
5804754,-6,C
5804754,-7,X
5804754,-8,0
5804754,-9,C
5804754,-10,X
5804754,-11,C
5804754,-12,0
5804754,-13,X
5804754,-14,0
5804754,-15,X
5804754,-16,C
5804754,-17,0
5804754,-18,C
5804754,-19,0
5804754,-20,C
5804754,-21,X
5332468,0,X
5332468,-1,C
5332468,-2,C
5332468,-3,0
5332468,-4,C
5332468,-5,X
5332468,-6,0
5332468,-7,C
5332468,-8,0
5332468,-9,C
5332468,-10,C
5332468,-11,0
5332468,-12,4
5332468,-13,1
5332468,-14,0
5332468,-15,X
5629264,0,0
5629264,-1,X
5629264,-2,0
5629264,-3,C
5566363,0,C
5566363,-1,4
5566363,-2,C
5566363,-3,0
5566363,-4,X
5566363,-5,0
5566363,-6,C
5566363,-7,4
5566363,-8,C
5566363,-9,C
5566363,-10,C
5566363,-11,0
5566363,-12,C
5566363,-13,0
5566363,-14,X
5566363,-15,0
5566363,-16,C
5566363,-17,0
5566363,-18,C
5566363,-19,X
5566363,-20,C
5577929,0,1
5577929,-1,X
5577929,-2,C
5577929,-3,0
5577929,-4,C
5577929,-5,C
5577929,-6,C
5577929,-7,C
5577929,-8,C
5577929,-9,0
5577929,-10,C
5577929,-11,0
5001710,0,C
5001710,-1,0
5001710,-2,C
5001710,-3,C
5001710,-4,0
5001710,-5,0
5001710,-6,C
5001710,-7,0
5001710,-8,0
5001710,-9,1
5001710,-10,0
5001710,-11,X
5001710,-12,C
5001710,-13,C
5001710,-14,C
5001710,-15,X
5001710,-16,C
5001710,-17,0
5001710,-18,0
5001710,-19,0
5001710,-20,C
5001710,-21,C
5001710,-22,C
5499234,0,C
5499234,-1,C
5499234,-2,0
5499234,-3,C
5499234,-4,0
5499234,-5,C
5043754,0,C
5043754,-1,0
5043754,-2,X
5043754,-3,C
5043754,-4,1
5043754,-5,0
5043754,-6,X
5043754,-7,0
5043754,-8,C
5043754,-9,1
5043754,-10,0
5043754,-11,5
5043754,-12,0
5738690,0,C
5738690,-1,C
5738690,-2,C
5738690,-3,0
5738690,-4,1
5738690,-5,C
5738690,-6,C
5738690,-7,0
5738690,-8,C
5738690,-9,1
5738690,-10,0
5738690,-11,X
5738690,-12,C
5738690,-13,C
5738690,-14,0
5738690,-15,0
5738690,-16,4
5738690,-17,0
5521180,0,C
5521180,-1,C
5521180,-2,X
5521180,-3,C
5521180,-4,C
5521180,-5,0
5521180,-6,C
5906538,0,X
5988204,0,X
5988204,-1,C
5988204,-2,C
5988204,-3,0
5988204,-4,5
5988204,-5,0
5988204,-6,5
5988204,-7,1
5988204,-8,C
5671354,0,C
5671354,-1,0
5671354,-2,0
5671354,-3,C
5671354,-4,0
5671354,-5,C
5671354,-6,C
5671354,-7,0
5964597,0,4
5964597,-1,X
5964597,-2,C
5964597,-3,C
5964597,-4,X
5964597,-5,C
5964597,-6,0
5917988,0,3
5917988,-1,0
5917988,-2,C
5917988,-3,0
5917988,-4,0
5917988,-5,C
5917988,-6,1
5917988,-7,0
5917988,-8,C
5917988,-9,X
5917988,-10,0
5917988,-11,0
5917988,-12,1
5917988,-13,C
5917988,-14,0
5917988,-15,1
5370958,0,C
5370958,-1,0
5370958,-2,0
5370958,-3,3
5370958,-4,0
5370958,-5,0
5370958,-6,C
5370958,-7,C
5370958,-8,C
5370958,-9,C
5370958,-10,C
5370958,-11,0
5370958,-12,0
5370958,-13,X
5277800,0,0
5277800,-1,C
5277800,-2,X
5277800,-3,C
5277800,-4,C
5277800,-5,X
5277800,-6,C
5277800,-7,C
5277800,-8,0
5277800,-9,X
5277800,-10,0
5277800,-11,0
5277800,-12,C
5277800,-13,0
5277800,-14,C
5277800,-15,X
5277800,-16,C
5277800,-17,0
5277800,-18,C
5277800,-19,C
5277800,-20,0
5277800,-21,C
5277800,-22,0
5277800,-23,0
5775108,0,C
5775108,-1,C
5775108,-2,C
5775108,-3,C
5775108,-4,0
5775108,-5,C
5775108,-6,0
5775108,-7,C
5775108,-8,C
5775108,-9,0
5133717,0,C
5133717,-1,0
5133717,-2,0
5133717,-3,0
5133717,-4,C
5133717,-5,0
5133717,-6,0
5133717,-7,C
5133717,-8,C
5133717,-9,0
5133717,-10,0
5003726,0,1
5003726,-1,2
5003726,-2,X
5003726,-3,C
5003726,-4,C
5003726,-5,C
5003726,-6,C
5003726,-7,0
5003726,-8,0
5003726,-9,C
5003726,-10,C
5107756,0,1
5107756,-1,0
5107756,-2,0
5107756,-3,C
5107756,-4,1
5107756,-5,C
5107756,-6,5
5107756,-7,0
5107756,-8,C
5107756,-9,0
5107756,-10,0
5107756,-11,0
5804834,0,0
5804834,-1,0
5804834,-2,C
5804834,-3,0
5804834,-4,0
5804834,-5,X
5804834,-6,0
5804834,-7,C
5804834,-8,C
5804834,-9,0
5329181,0,C
5329181,-1,0
5329181,-2,0
5329181,-3,X
5329181,-4,0
5329181,-5,C
5329181,-6,X
5329181,-7,C
5329181,-8,0
5329181,-9,C
5934074,0,0
5934074,-1,0
5510676,0,0
5510676,-1,X
5510676,-2,C
5510676,-3,X
5510676,-4,X
5510676,-5,C
5510676,-6,X
5510676,-7,0
5510676,-8,0
5510676,-9,0
5510676,-10,0
5510676,-11,0
5510676,-12,C
5510676,-13,X
5510676,-14,0
5510676,-15,5
5510676,-16,C
5510676,-17,C
5510676,-18,C
5510676,-19,0
5949428,0,X
5949428,-1,C
5949428,-2,0
5949428,-3,C
5949428,-4,C
5949428,-5,0
5949428,-6,0
5949428,-7,X
5949428,-8,0
5949428,-9,0
5204139,0,C
5204139,-1,C
5204139,-2,X
5204139,-3,0
5204139,-4,C
5204139,-5,X
5204139,-6,C
5204139,-7,C
5204139,-8,0
5204139,-9,X
5204139,-10,X
5204139,-11,C
5204139,-12,C
5204139,-13,C
5204139,-14,0
5204139,-15,1
5204139,-16,0
5185913,0,0
5185913,-1,0
5942741,0,C
5942741,-1,C
5942741,-2,C
5942741,-3,0
5942741,-4,0
5942741,-5,0
5942741,-6,C
5942741,-7,X
5942741,-8,0
5942741,-9,C
5892518,0,C
5892518,-1,0
5892518,-2,C
5892518,-3,0
5892518,-4,0
5892518,-5,C
5892518,-6,C
5892518,-7,0
5892518,-8,C
5892518,-9,0
5892518,-10,0
5892518,-11,C
5892518,-12,0
5324914,0,X
5324914,-1,0
5324914,-2,X
5324914,-3,C
5840745,0,0
5840745,-1,C
5840745,-2,C
5840745,-3,5
5840745,-4,0
